4, 1.10, -1.26
9, 1.35, -1.49
14, 0.35, -1.08
19, 0.64, -0.53
24, 0.49, 0.26
29, 0.34, 0.68
34, 0.65, 1.23
39, 0.54, 1.19
44, 1.18, 0.97
49, 1.86, 0.52
54, 2.28, -0.38
59, 1.78, -1.03
64, 1.82, -1.72
69, 1.08, -1.72
74, 0.73, -1.48
79, 0.59, -1.02
84, 0.57, -0.44
89, 0.88, -0.41
94, 0.83, -0.42
99, 1.06, -0.07
104, 1.34, -0.73
109, 1.03, -1.00
114, 0.87, -0.77
119, 0.51, -0.13
124, 0.44, 0.51
129, 0.73, 1.04
134, 1.64, 1.06
139, 1.48, 1.18
144, 0.92, 0.98
149, 0.55, 1.12
154, 0.83, 1.03
159, 1.94, 0.49
164, 1.40, -0.39
169, 0.65, -0.36
174, 0.52, 0.83
179, 1.41, 1.18
184, 1.46, 0.81
189, 2.16, 0.89
194, 1.70, 1.76
199, 2.19, 0.66
204, 2.32, 1.30
209, 0.01, 1.09
214, 1.51, 1.81
219, 1.68, 1.94
224, 1.01, 1.65
229, 0.62, -0.30
234, 0.93, 2.37
239, 2.13, 1.59
244, 2.67, 0.20
249, 2.52, 0.98
254, 3.67, -1.22
259, 3.46, -3.34
264, 2.71, -4.10
269, 0.23, -5.87
274, -0.11, -6.23
279, 0.66, -4.24
284, 1.71, -3.90
289, 1.76, -4.21
294, 1.43, -4.06
299, 1.28, -4.07
304, 0.43, -4.03
309, -0.34, -3.34
314, -0.47, -1.89
319, -0.53, 0.28
324, -0.71, 1.73
329, -0.01, 2.74
334, 1.23, 2.89
339, -0.10, 4.22
344, 1.45, 4.14
349, 1.67, 3.24
354, 1.89, 2.90
359, 3.05, 1.41
364, 2.94, -0.13
369, 2.59, -1.94
374, 1.80, -3.60
379, 2.46, -4.96
384, 2.23, -6.13
389, 2.62, -8.12
394, 2.13, -9.25
399, 1.81, -10.33
404, 1.14, -11.14
409, -0.06, -10.36
414, -0.71, -9.34
419, -0.33, -7.51
424, 0.87, -7.98
429, 0.59, -7.87
434, -1.32, -7.14
439, -2.29, -4.50
444, -0.40, -3.43
449, -2.41, -2.19
454, -0.12, -2.70
459, 0.72, -3.61
464, 3.26, -5.19
469, 0.67, -5.65
474, -0.95, -5.20
479, -0.69, -3.68
484, -1.47, -2.03
489, -1.70, -0.44
494, -1.19, 0.83
499, -1.11, 1.12
504, 0.20, 0.89
509, 0.81, -0.27
514, 0.68, -1.65
519, 0.31, -1.68
524, -0.75, -0.85
529, -0.86, 0.11
534, -0.19, 0.32
539, 0.23, -0.84
